Epoch,Loss,Value
0,loss_training,4694.43709991754
0,mi_loss_training,0.36707473553563097
0,tc_loss_training,0.07310271853331772
0,dw_kl_loss_training,12.803826892466747
0,mse_loss_training,3.1331694870700773
0,recon_loss_training,4678.059910356025
0,rsq_training,0.0
0,kl_loss_training_0,0.36972662806510925
0,kl_loss_training_1,0.2225237637758255
0,kl_loss_training_2,3.277968168258667
0,kl_loss_training_3,0.7852344512939453
0,kl_loss_training_4,0.514371931552887
0,kl_loss_training_5,0.3417624235153198
0,kl_loss_training_6,0.08500732481479645
0,kl_loss_training_7,0.15844398736953735
0,kl_loss_training_8,0.13722315430641174
0,kl_loss_training_9,1.0120998620986938
0,kl_loss_training_10,0.279326856136322
0,kl_loss_training_11,1.049189567565918
0,kl_loss_training_12,0.40621063113212585
0,kl_loss_training_13,0.1456001251935959
0,kl_loss_training_14,0.11130204796791077
0,kl_loss_training_15,0.1852743774652481
0,kl_loss_training_16,0.5827509760856628
0,kl_loss_training_17,2.7385730743408203
0,kl_loss_training_18,0.21281272172927856
0,kl_loss_training_19,0.8144424557685852
0,loss_validation,3459.950198634141
0,mi_loss_validation,0.8838653438756255
0,tc_loss_validation,0.5098184635039089
0,dw_kl_loss_validation,7.909616956905443
0,mse_loss_validation,3.3204348281938203
0,recon_loss_validation,3447.326570471939
0,rsq_validation,0.0
0,kl_loss_validation_0,0.01990729197859764
0,kl_loss_validation_1,0.06741822510957718
0,kl_loss_validation_2,1.9067069292068481
0,kl_loss_validation_3,0.0580054372549057
0,kl_loss_validation_4,0.45666107535362244
0,kl_loss_validation_5,0.01415548287332058
0,kl_loss_validation_6,0.038131095468997955
0,kl_loss_validation_7,0.2828037440776825
0,kl_loss_validation_8,0.013288716785609722
0,kl_loss_validation_9,0.10685186088085175
0,kl_loss_validation_10,0.13146066665649414
0,kl_loss_validation_11,0.8134338855743408
0,kl_loss_validation_12,0.05670740827918053
0,kl_loss_validation_13,0.016050411388278008
0,kl_loss_validation_14,0.03345899656414986
0,kl_loss_validation_15,0.26891353726387024
0,kl_loss_validation_16,0.6948076486587524
0,kl_loss_validation_17,2.376868486404419
0,kl_loss_validation_18,0.17574384808540344
0,kl_loss_validation_19,0.41927915811538696
1,loss_training,2907.2827929474975
1,mi_loss_training,1.5919147702633232
1,tc_loss_training,2.307257492991085
1,dw_kl_loss_training,11.369133451169152
1,mse_loss_training,2.7957810284134093
1,recon_loss_training,2889.218688367111
1,rsq_training,0.0
1,kl_loss_training_0,0.11329378932714462
1,kl_loss_training_1,0.13261079788208008
1,kl_loss_training_2,4.003121852874756
1,kl_loss_training_3,0.19007857143878937
1,kl_loss_training_4,0.7015226483345032
1,kl_loss_training_5,0.09495839476585388
1,kl_loss_training_6,0.07436205446720123
1,kl_loss_training_7,0.4955235421657562
1,kl_loss_training_8,0.02937365509569645
1,kl_loss_training_9,0.32256731390953064
1,kl_loss_training_10,0.1687556803226471
1,kl_loss_training_11,1.6659098863601685
1,kl_loss_training_12,0.22370052337646484
1,kl_loss_training_13,0.052265118807554245
1,kl_loss_training_14,0.17921073734760284
1,kl_loss_training_15,0.4001004695892334
1,kl_loss_training_16,1.0896787643432617
1,kl_loss_training_17,3.9226813316345215
1,kl_loss_training_18,0.39928343892097473
1,kl_loss_training_19,0.8951080441474915
1,loss_validation,2718.1734826743195
1,mi_loss_validation,2.885784402185557
1,tc_loss_validation,5.149681902256142
1,dw_kl_loss_validation,9.063807948106
1,mse_loss_validation,2.6933399609157016
1,recon_loss_validation,2698.3810254570576
1,rsq_validation,0.0
1,kl_loss_validation_0,0.11659097671508789
1,kl_loss_validation_1,0.3066282570362091
1,kl_loss_validation_2,4.375024795532227
1,kl_loss_validation_3,0.13368189334869385
1,kl_loss_validation_4,0.2252577692270279
1,kl_loss_validation_5,0.1351054161787033
1,kl_loss_validation_6,0.09449474513530731
1,kl_loss_validation_7,0.23127712309360504
1,kl_loss_validation_8,0.06239700689911842
1,kl_loss_validation_9,0.3811236321926117
1,kl_loss_validation_10,0.04328864812850952
1,kl_loss_validation_11,0.9581020474433899
1,kl_loss_validation_12,0.43345314264297485
1,kl_loss_validation_13,0.1048591211438179
1,kl_loss_validation_14,0.15133142471313477
1,kl_loss_validation_15,0.2596341669559479
1,kl_loss_validation_16,0.369438111782074
1,kl_loss_validation_17,2.965360164642334
1,kl_loss_validation_18,0.13923431932926178
1,kl_loss_validation_19,0.9483568668365479
2,loss_training,2540.538642758773
2,mi_loss_training,3.050596104353115
2,tc_loss_training,4.737785838503832
2,dw_kl_loss_training,7.639300836183301
2,mse_loss_training,2.079324677927061
2,recon_loss_training,2523.0316365338513
2,rsq_training,0.0
2,kl_loss_training_0,0.09051503241062164
2,kl_loss_training_1,0.8008435368537903
2,kl_loss_training_2,5.089471340179443
2,kl_loss_training_3,0.3423595428466797
2,kl_loss_training_4,0.285978227853775
2,kl_loss_training_5,0.2545568645000458
2,kl_loss_training_6,0.14523394405841827
2,kl_loss_training_7,0.45625728368759155
2,kl_loss_training_8,0.11376918107271194
2,kl_loss_training_9,0.6391433477401733
2,kl_loss_training_10,0.03346144035458565
2,kl_loss_training_11,0.7923871874809265
2,kl_loss_training_12,0.45748016238212585
2,kl_loss_training_13,0.26834434270858765
2,kl_loss_training_14,0.30275267362594604
2,kl_loss_training_15,0.502004861831665
2,kl_loss_training_16,0.4238163232803345
2,kl_loss_training_17,3.1303110122680664
2,kl_loss_training_18,0.30376937985420227
2,kl_loss_training_19,0.8334615230560303
2,loss_validation,2542.556278566114
