"file_name","V3","V4","V8","V15"
"Audi$$A6 Avant$$2017$$White$$7_11$$1153$$image_5.jpg",-1.3882501,-2.0104399,-2.2512267,1.3746643
"Audi$$A6 Avant$$2017$$White$$7_11$$1254$$image_4.jpg",-1.5052781,-3.0056846,-1.2101814,0.22910984
"Audi$$A6 Avant$$2017$$White$$7_11$$493$$image_0.jpg",-1.6136055,-2.4690123,-0.77973026,1.9161069
"Audi$$A6 Avant$$2017$$White$$7_11$$532$$image_5.jpg",-0.7138053,-1.6477578,-1.75971,1.2674612
"Audi$$A6 Saloon$$2007$$Blue$$7_11$$1894$$image_3.jpg",-1.5358149,-1.1888999,0.5738865,1.1269023
"Audi$$A6 Saloon$$2008$$Unlisted$$7_11$$1666$$image_1.jpg",-1.5504906,-1.1451637,-0.62009037,1.2229137
"Audi$$A6 Saloon$$2012$$Silver$$7_11$$1400$$image_1.jpg",-1.4868222,-1.5086792,1.29192,2.4603157
"Audi$$A6 Saloon$$2012$$White$$7_11$$1849$$image_0.jpg",-1.1284748,-1.2372079,-1.2602667,1.8699654
"Audi$$A6 Saloon$$2012$$White$$7_11$$2250$$image_0.jpg",-1.0788977,-2.5390952,-1.4589916,3.1868606
"Audi$$A6 Saloon$$2013$$White$$7_11$$1418$$image_3.jpg",-1.3971254,-1.2884861,-1.5117806,1.8359401
"Audi$$A6 Saloon$$2013$$White$$7_11$$2076$$image_6.jpg",-1.4139256,-1.0340397,-0.67238975,1.6766543
"Audi$$A6 Saloon$$2014$$White$$7_11$$1703$$image_0.jpg",-1.1907797,-2.244609,-0.061950248,2.6491976
"Audi$$A6 Saloon$$2014$$White$$7_11$$2099$$image_7.jpg",-1.7065201,-2.0301101,-1.1278429,-0.09748434
"Audi$$A6 Saloon$$2014$$White$$7_11$$2499$$image_13.jpg",-0.8489107,-1.9268796,-1.2665015,1.3431743
"Audi$$A6 Saloon$$2015$$White$$7_11$$1406$$image_5.jpg",-1.3731647,-1.279471,-0.6619828,0.2809901
"Audi$$A6 Saloon$$2015$$White$$7_11$$1449$$image_1.jpg",-0.8306173,-2.7767913,-1.4568669,2.107855
"Audi$$A6 Saloon$$2015$$White$$7_11$$2232$$image_8.jpg",-1.6749218,-2.8283453,-1.8337632,0.48301545
"Audi$$A6 Saloon$$2016$$Silver$$7_11$$1812$$image_5.jpg",-1.1519388,-1.3174338,-1.5862765,2.1960037
"Audi$$A6 Saloon$$2016$$White$$7_11$$2594$$image_5.jpg",-1.0467405,-2.8480272,-1.0729411,2.5124903
"Audi$$A6 Saloon$$2017$$White$$7_11$$1796$$image_5.jpg",-1.0613658,-2.1365707,-1.7085644,2.7029314
"Audi$$A6 Saloon$$2017$$White$$7_11$$2534$$image_5.jpg",-0.86686516,-2.1529741,-1.7940394,2.4687948
"Audi$$A6 Saloon$$2017$$White$$7_11$$2571$$image_5.jpg",-0.6962888,-1.7407877,-1.3796742,2.1298423
"Audi$$A6 Saloon$$2017$$White$$7_11$$2584$$image_5.jpg",-1.0343977,-1.2490001,-1.4199532,3.3709512
"Audi$$A7$$2013$$Silver$$7_15$$184$$image_5.jpg",-1.4081514,-1.2095494,-1.4308494,1.4172193
"Audi$$A7$$2014$$White$$7_15$$379$$image_6.jpg",-1.9513547,-0.9189657,-1.3295186,2.0946772
"Audi$$A7$$2014$$White$$7_15$$633$$image_5.jpg",-0.6262871,-1.9512666,-1.358702,0.0043272376
"Audi$$A7$$2015$$Grey$$7_15$$112$$image_7.jpg",-1.3240497,-0.33583587,-1.8239843,1.5263755
"Audi$$A7$$2016$$Silver$$7_15$$32$$image_5.jpg",-1.1521351,-0.237698,-1.7896703,1.9255006
"Audi$$A7$$2017$$Grey$$7_15$$543$$image_5.jpg",-1.4301035,-0.41964376,-0.6945446,2.6020758
"Audi$$Q2$$2017$$White$$7_18$$211$$image_5.jpg",1.7371866,-1.1094162,-1.0476873,1.7755344
"Audi$$Q2$$2017$$White$$7_18$$226$$image_5.jpg",3.2501466,-0.6116782,0.722605,2.3327732
"Audi$$Q3$$2011$$White$$7_19$$643$$image_5.jpg",0.18210937,-1.8889154,1.9490012,2.6989644
"Audi$$Q3$$2013$$Beige$$7_19$$855$$image_5.jpg",2.5673604,-0.9932764,-0.3473938,-0.20500778
