prices,shares,market_ids,firm_ids,clustering_ids,bodyshape,boxiness,grille_height,grille_width,hpwt,mpd,space,mpg,trend
15.014048769267085,0.00014097816757565704,2008,GM,16_11,-1.2691965,1.2956405,0.708975,0.55093634,0.402121373613156,0.609242239097751,1.22133962651826,3.67142857142857,0.0
10.524061522795781,0.00030649214596294454,2008,GM,16_12,-1.9740137,-0.4656431,-0.2372705,1.2306219,0.35330100986193,0.696954156788867,0.80988136943216,4.2,0.0
12.428544748042233,0.00016162558559495757,2008,GM,16_2,-0.95178556,-0.1865257,-1.0671835,0.2928701,0.379381779001237,0.807581800723608,1.02077114397203,4.86666666666667,0.0
27.225886096516277,0.00016151452862651235,2008,GM,16_5,-0.23031981,-0.9697608,-1.4801867,-0.28552026,0.369232937828135,0.58790690776748,1.3434588878493,3.54285714285714,0.0
41.56552579922082,0.00013790490075681533,2008,AggFirm,17_1,0.43914905,1.4101392,-0.79842407,0.21168861,0.644490133057702,0.483995942214491,1.46137550103211,2.91666666666667,0.0
24.640144127462065,5.449538566202874e-05,2008,AggFirm,17_8,-2.1759183,1.669621,1.2679098,-0.86551046,0.420023274338272,0.594070447929558,1.39462082542791,3.58,0.0
24.826478601575282,0.00018168558455770387,2008,AggFirm,17_9,-0.28097114,1.2822055,-0.010866262,-0.15052179,0.326362204807562,0.501972934353886,1.48824886380198,3.025,0.0
18.562426521915945,0.0021775558011044574,2008,PSA Peugeot Citroen,18_12,0.9192852,0.24429663,1.046768,0.29734024,0.403853126220267,0.806540599368928,1.17301957985176,4.86039215686275,0.0
24.073040413217267,0.00030265756601328264,2008,PSA Peugeot Citroen,18_15,-0.54605126,1.2213879,-1.3539,1.5268171,0.412289321048154,0.659340757851055,1.44393221368461,3.97333333333333,0.0
37.146956112035745,9.85065649595825e-06,2008,PSA Peugeot Citroen,18_16,1.8017551,1.2966402,-0.85020286,-0.05305359,0.478244697991924,0.559675307724393,1.41498075813644,3.37272727272727,0.0
29.574818074647826,4.364458086938686e-05,2008,PSA Peugeot Citroen,18_17,0.27460358,1.7673897,-1.6815178,0.5059977,0.374502228922035,0.62642903378047,1.60743082338206,3.775,0.0
28.722488374366012,2.1074158652113126e-05,2008,PSA Peugeot Citroen,18_18,-2.9949245,-2.0343082,1.5815861,0.13780934,0.283408312143536,0.621095200947902,1.69816906606986,3.74285714285714,0.0
15.01776531580012,0.00037703005565624615,2008,PSA Peugeot Citroen,18_2,-2.5909743,0.665554,-0.4176619,-0.056371603,0.303314952079366,0.754596981786443,1.24349000750778,4.54736842105263,0.0
18.418982754834513,0.000659128196554739,2008,PSA Peugeot Citroen,18_29,-0.24275646,-1.200564,-1.8600707,0.12277531,0.364690685828123,0.799837865648176,1.16053135443305,4.82,0.0
28.608095623106315,0.000112352919383066,2008,PSA Peugeot Citroen,18_4,-1.2490876,0.124997646,1.4187746,0.053980794,0.422489395645767,0.591857895050863,1.2995588776374,3.56666666666667,0.0
9.625025555666465,0.0015571636894100404,2008,PSA Peugeot Citroen,18_6,-1.6380441,-1.0394397,-1.3787067,0.016474213,0.367661911707643,1.02330570639635,0.867855422992069,6.16666666666667,0.0
12.170526110234505,0.000397020240562354,2008,PSA Peugeot Citroen,18_7,-0.8874471,-0.46927613,0.9764803,-1.2162902,0.368606484832914,0.848325152514208,0.942696473502278,5.11219512195122,0.0
13.377413722361267,0.0009817395586115205,2008,PSA Peugeot Citroen,18_8,0.1440411,-0.5690114,-0.47977352,0.5061944,0.373356428193475,0.851279720077831,0.994785313935748,5.13,0.0
14.317432864852318,3.292845241469898e-05,2008,AggFirm,24_3,0.054000404,2.063191,0.85112953,0.7844333,0.458929296605471,0.779924889739923,0.786472422332674,4.7,0.0
13.534841564505012,3.5670116486442897e-05,2008,AggFirm,24_6,-2.9495974,0.7294896,0.471362,0.42639905,0.443803134411849,0.630577570428023,0.995413065869222,3.8,0.0
11.767026840863323,0.0002875204785700961,2008,AggFirm,24_7,-2.1957004,1.1912217,1.786349,-0.679909,0.421786089566677,0.803630813440224,0.932206639050762,4.84285714285714,0.0
16.694072880410843,0.00011510837108776487,2008,AggFirm,24_8,-0.007349286,-0.88386333,-1.9217875,-1.1006362,0.396773415472364,0.568349520714731,1.23626365768831,3.425,0.0
19.94725349293082,4.402294576241977e-05,2008,AggFirm,26_1,-1.1396935,1.7142315,-0.47604364,0.3473812,0.427681450076793,0.640534058382149,1.38547951727271,3.86,0.0
17.6516392616401,9.865012805946944e-05,2008,AggFirm,26_2,0.46735042,-0.60633457,1.6136353,0.060311195,0.438548368492501,0.667914400255998,1.23178879390575,4.025,0.0
24.479748588773447,1.0849546242224297e-05,2008,AggFirm,26_5,-1.926296,0.32547212,-0.09208502,0.61022085,0.333558262479482,0.677041180880614,1.42285230238077,4.08,0.0
25.93895350009455,0.00011035675684314703,2008,AggFirm,26_6,-1.3140182,-1.6093204,-1.2568011,0.629917,0.418124423828148,0.489527324411228,1.31872918168188,2.95,0.0
18.66132428826382,0.0004115790674221559,2008,FIAT,28_10,-1.9470037,0.20257984,-0.5220223,-0.08322907,0.430311436883499,0.825239674659345,1.20437106945924,4.97307692307692,0.0
15.771053445213594,0.00022786940185920255,2008,FIAT,28_12,-2.6306543,-1.8738436,-1.1144958,1.8092834,0.329982960518242,0.763330743149712,1.13517172632547,4.6,0.0
20.387137591521647,2.431886392751206e-05,2008,FIAT,28_17,-2.8178363,0.1746941,0.86928505,0.21075875,0.388195040792424,0.692805620141314,1.18549015130607,4.175,0.0
10.970720893358049,0.0007701595657280239,2008,FIAT,28_18,-1.5035696,-1.4341964,0.9732725,-1.2922908,0.319034247306407,0.856257964054894,0.870405223470447,5.16,0.0
13.358308331782553,0.0016503423128417503,2008,FIAT,28_19,-0.8704382,0.38687158,1.3178673,1.5230094,0.355979198594115,0.830333523721508,1.05424280704151,5.00377358490566,0.0
12.639628471060172,0.0015144649863157557,2008,FIAT,28_2,-1.6351633,-0.7854964,0.23520693,-1.5176638,0.40992094441339,0.892765086553358,0.89425076428964,5.38,0.0
15.876910116750807,5.98730949721416e-06,2008,FIAT,28_21,-2.139638,-1.3384702,-1.812808,0.30245,0.274633243249237,0.974313464082396,1.05301806329244,5.87142857142857,0.0
26.304223576021265,4.6140135683976684e-05,2008,FIAT,28_22,-1.5112395,-0.44637424,2.2426698,-0.6659653,0.294929635565583,0.630577570428023,1.46219315725419,3.8,0.0
16.21500316640306,5.674623089899836e-05,2008,FIAT,28_23,-3.065312,1.1369342,0.12619895,0.091254465,0.40747097228726,0.667084692926487,1.11938632270648,4.02,0.0
14.635625648348734,0.009158533892666585,2008,Ford,29_13,-0.16700412,-0.015410021,1.287395,1.3811462,0.343710481721188,0.882322916260006,1.14746601666359,5.31707317073171,0.0
21.748704775441894,0.008852606161835254,2008,Ford,29_14,0.23285596,0.6020761,1.6564395,-0.01884133,0.409033258184241,0.771498174674581,1.37271282804106,4.64921875,0.0
16.081767179129145,0.0012337277861899148,2008,Ford,29_18,-1.3494184,-0.9236467,-1.2886941,0.32628936,0.311654160677763,0.814693577833699,1.21755368291879,4.90952380952381,0.0
29.540161776390413,0.0006908257150631746,2008,Ford,29_19,-1.6482295,0.569946,0.7554985,-0.74787486,0.340630089146685,0.645565831864342,1.60925835651085,3.89032258064516,0.0
23.06774330128208,0.002100320872403025,2008,Ford,29_2,0.18057312,0.1006576,0.9376679,-0.72030604,0.376216525622276,0.762058525244462,1.37045862767508,4.59233333333333,0.0
10.079252375719728,0.0015336420787080511,2008,Ford,29_23,-1.136864,0.10148527,-1.8867993,0.10054853,0.366286309610638,0.708016921182341,1.02654878676715,4.26666666666667,0.0
28.15006864660701,0.00040876771041969045,2008,Ford,29_25,-0.58021206,-0.5177643,1.0069559,0.32833713,0.412510673221246,0.690316498152783,1.46548363368514,4.16,0.0
26.818693019300333,0.0032005572853234087,2008,Ford,29_27,0.2376618,0.8927877,-1.3439744,0.35151225,0.425689366223831,0.661805925034798,1.55076865739217,3.98818897637795,0.0
26.886936170051186,0.0008866122527110967,2008,Ford,29_31,-0.9662399,-0.29047,0.07959827,0.172243,0.363991544105718,0.638874643723128,1.59189706303812,3.85,0.0
30.610753041983738,0.0004969329108296677,2008,Honda,34_1,1.1391964,-0.5032367,-2.1231043,0.65851235,0.4711347320819,0.668971870381844,1.50819118732347,4.03137254901961,0.0
14.372996388472416,0.002833603025324954,2008,Honda,34_11,-0.5553197,-0.98201346,-4.9995313,0.18036175,0.358694472327598,0.814389655734977,1.15290034708342,4.90769230769231,0.0
20.377825397137464,0.003434189878377658,2008,Honda,34_2,1.4434804,0.38650835,-0.39081478,-0.88177204,0.469032641209062,0.794105342280649,1.35681685409923,4.78545454545455,0.0
29.071497992095424,0.0015426681630193548,2008,Honda,34_3,-0.5189597,-0.30090195,-1.2552207,0.36242858,0.401626028590563,0.628206978057993,1.46820017205207,3.78571428571429,0.0
22.547320197621545,0.00025539872944185967,2008,Honda,34_7,-1.3704422,-1.135083,-1.0110636,0.38101423,0.422468986515984,0.63610895262476,1.40340609748652,3.83333333333333,0.0
17.34929752577987,0.00043403886586387456,2008,Hyundai,36_10,-1.0910089,0.5520372,-0.7303688,-0.9113246,0.390241443061603,0.815376021091737,1.18804343189744,4.91363636363636,0.0
24.822020045869493,2.0076813966118088e-05,2008,Hyundai,36_13,-0.38690162,-1.1795202,-2.7537537,0.09198665,0.340498698772062,0.547606837476967,1.52520469762584,3.3,0.0
13.519500339093106,9.017391369651425e-05,2008,Hyundai,36_18,-2.8109565,1.0464371,-0.5809485,-0.16213739,0.347959840015173,0.653809375654318,1.09228836424485,3.94,0.0
28.302534558033123,0.00016460249318383575,2008,Hyundai,36_20,-0.48513559,-0.6265132,1.0291643,0.18617013,0.374843167929216,0.564200984067178,1.36808071368445,3.4,0.0
20.297490049642608,0.00012134105257529934,2008,Hyundai,36_24,0.35492924,-0.7373787,-1.4282463,0.60717887,0.387922302760741,0.602920659444337,1.22679002850956,3.63333333333333,0.0
10.522664659114838,0.0007101647879465301,2008,Hyundai,36_6,-0.086047396,-0.3663584,-1.9250889,-0.81154317,0.381432396264342,0.833026158828598,0.987139915387944,5.02,0.0
31.99451728384426,4.987639667125574e-07,2008,Hyundai,36_7,-0.79613286,1.9722742,-0.06644351,0.063931696,0.614323146462746,0.4480419579357,1.41502648327727,2.7,0.0
9.619633907877478,0.0007070955558148706,2008,Hyundai,36_8,-0.64585847,0.4249301,-0.57950693,0.31833345,0.316148254253227,0.88186036165122,0.881359839585631,5.31428571428571,0.0
13.734035501814303,1.534313861332254e-05,2008,Hyundai,36_9,-0.6979781,0.563266,-2.083363,0.6032901,0.341410116604493,0.933797885394608,1.0443002164415,5.62727272727273,0.0
32.68248216149695,0.0008129138872237052,2008,Jaguar Land Rover,39_5,0.1537628,1.6827344,-1.8633251,0.81038594,0.483468512949173,0.639279379005816,1.4581601560069,3.85243902439024,0.0
45.060252389437366,0.0008140759801516938,2008,Jaguar Land Rover,39_7,0.0931896,1.4353797,-0.6133736,0.28659266,0.662249841885229,0.478464560017754,1.58482113624429,2.88333333333333,0.0
29.112367510253407,0.00015188295742168433,2008,FIAT,4_4,-0.58838767,1.4290516,-1.8776548,-0.28886718,0.566620594448978,0.579588283632647,1.32036846673087,3.49272727272727,0.0
29.733494972973684,0.00012095483895694052,2008,Chrysler,40_1,0.19656809,-1.0991617,0.878982,-0.78534466,0.398109287474408,0.514418544296545,1.28071112958639,3.1,0.0
37.06537342068305,2.244382448015203e-06,2008,Chrysler,40_2,-1.0385146,1.0602578,1.0788224,0.53535765,0.414108176342516,0.431447811345489,1.67763325210533,2.6,0.0
22.58659022422201,1.6959972837914685e-05,2008,Chrysler,40_3,0.16810118,-0.78018725,1.0607522,-1.0648787,0.457453274622326,0.5973892772476,1.23582655634204,3.6,0.0
21.613546959349925,0.00016361443215094526,2008,Chrysler,40_5,0.33742282,-1.1211387,0.11404735,-1.4739436,0.440805820753446,0.586326512854126,1.21958715632474,3.53333333333333,0.0
26.242746882533595,2.219615841563463e-05,2008,Chrysler,40_7,0.0712997,1.0557212,-1.4271412,-0.35872534,0.374974828583476,0.503355779903071,1.30403839143429,3.03333333333333,0.0
17.45393688189941,0.00024394015716696865,2008,Kia,43_1,0.2822781,-0.92017025,-2.1744833,0.15011524,0.395934890942184,0.634726107075576,1.28038725608886,3.825,0.0
23.682710457291,0.0002012676348487131,2008,Kia,43_10,-1.9185535,1.1751742,-1.3710341,0.70272493,0.389437834136197,0.538124467996846,1.47992130815314,3.24285714285714,0.0
29.80859210747468,0.0001808095169296755,2008,Kia,43_11,0.03960156,-1.3671051,-0.543348,-0.5202982,0.404410263814528,0.531012690886756,1.34108738054506,3.2,0.0
20.53510544223946,0.00029954959370919403,2008,Kia,43_13,0.27625158,-1.7355201,1.199328,-0.6753459,0.356781985343903,0.612946289675923,1.23388130035066,3.69375,0.0
16.042556518126865,0.0008963864667294291,2008,Kia,43_2,1.1699264,1.3973526,1.2270157,-1.0060844,0.391922613694752,0.757799360952975,1.1967380192828,4.56666666666667,0.0
9.27217203039866,0.000481546114436588,2008,Kia,43_7,0.054670263,-1.1943713,0.20802224,-1.8540335,0.308153950456437,0.869533281327063,1.02173834695101,5.24,0.0
11.21828090828272,0.0003877070670205483,2008,Kia,43_9,-0.15033033,-0.51296836,-2.3433146,-0.9772236,0.393401242115247,0.872575541535268,1.04827597868683,5.25833333333333,0.0
33.9316357467551,0.00147414779363231,2008,Jaguar Land Rover,47_11,-1.384078,-0.5391344,0.06715575,0.9397095,0.428698383332634,0.564200984067178,1.52055468330381,3.4,0.0
51.71714969863527,7.244176097334435e-05,2008,Toyota,48_2,2.0419345,0.6495444,-0.2607069,-0.6656618,0.779467862920793,0.528246999788387,1.36818921401863,3.18333333333333,0.0
47.873864474747066,0.0003311634608148534,2008,Toyota,48_24,-0.4589144,-1.4013981,0.7135276,-0.88626605,0.638247396598745,0.493457517024699,1.35853594744449,2.97368421052632,0.0
34.148915686287545,0.00047520991487999564,2008,Toyota,48_8,2.3413267,1.2852306,0.16467358,0.33267844,0.577716249947004,0.565051965943599,1.30190613872955,3.40512820512821,0.0
20.21034731248308,0.0006227327102665772,2008,BMW,54_1,-0.6738305,1.1799725,-0.09727122,0.2156794,0.435295106294924,0.896083915871401,1.16856921418963,5.4,0.0
18.258780914213332,0.003396512494875654,2008,BMW,54_6,-0.13519518,0.011618502,-0.3161568,-0.3905848,0.448916693874448,0.892972513385736,1.09792429785351,5.38125,0.0
